Feature,Operation,Work Material,aspect ratio,Speed,feed per tooth,Depth of cut,Dia. Of tool,Cutting tool material,Cutting tool
2,6,2,3,59.13,0.053,3.175,42.13964117,1,End mill cutter
2,6,2,3,54.25,0.048,6.35,38.63762469,1,End mill cutter
2,6,2,1,50.29,0.046,9.525,43.24159134,1,End mill cutter
2,6,2,2,49.99,0.043,12.7,47.82498836,1,End mill cutter
2,6,2,2,49.99,0.041,19.05,38.39347263,1,End mill cutter
2,6,2,2,49.38,0.041,25.4,38.42843368,1,End mill cutter
2,6,2,4,49.38,0.041,44.45,40.73555884,1,End mill cutter
2,6,2,3,36.88,0.02,0.508,1.576401423,2,End mill cutter
2,6,2,4,36.88,0.028,1.016,5.155028263,2,End mill cutter
2,6,2,1,30.48,0.038,1.524,6.042552345,2,End mill cutter
2,6,2,3,29.57,0.028,2.54,3.473870195,2,End mill cutter
2,6,2,1,28.04,0.02,3.175,1.32592909,2,End mill cutter
2,6,2,2,26.21,0.015,6.35,0.404608785,2,End mill cutter
2,6,2,3,24.69,0.013,9.525,2.527616573,2,End mill cutter
2,6,2,1,24.69,0.01,12.7,2.086439725,2,End mill cutter
2,6,2,5,24.08,0.008,19.05,4.877220488,2,End mill cutter
2,6,2,5,24.08,0.008,25.4,2.095772649,2,End mill cutter
2,6,2,1,23.77,0.005,44.45,4.576548228,2,End mill cutter
2,6,2,5,40.54,0.028,0.508,11.4239967,2,End mill cutter
2,6,2,1,36.27,0.038,1.016,7.379277387,2,End mill cutter
2,6,2,2,29.57,0.046,1.524,10.60426592,2,End mill cutter
2,6,2,1,28.96,0.038,2.54,11.67143356,2,End mill cutter
2,6,2,4,28.04,0.028,3.175,8.815988222,2,End mill cutter
2,6,2,4,26.21,0.023,6.35,10.29539329,2,End mill cutter
2,6,2,1,24.08,0.018,9.525,10.0685132,2,End mill cutter
2,6,2,4,23.77,0.013,12.7,9.415822007,2,End mill cutter
2,6,2,2,23.77,0.01,19.05,12.33305212,2,End mill cutter
2,6,2,2,23.77,0.008,25.4,11.17589613,2,End mill cutter
2,6,2,5,23.47,0.008,44.45,10.77965917,2,End mill cutter
2,6,2,1,39.32,0.038,0.508,13.89874984,2,End mill cutter
2,6,2,2,36.27,0.046,1.016,15.74857454,2,End mill cutter
2,6,2,3,28.96,0.058,1.524,13.68263675,2,End mill cutter
2,6,2,3,28.04,0.046,2.54,15.86595423,2,End mill cutter
2,6,2,2,27.13,0.038,3.175,18.56932247,2,End mill cutter
2,6,2,4,25.6,0.028,6.35,15.73828703,2,End mill cutter
2,6,2,5,27.13,0.02,9.525,18.57892172,2,End mill cutter
2,6,2,4,23.77,0.018,12.7,18.97961156,2,End mill cutter
2,6,2,4,23.47,0.015,19.05,16.27596957,2,End mill cutter
2,6,2,5,23.47,0.01,25.4,13.54981449,2,End mill cutter
2,6,2,5,22.86,0.008,44.45,14.13285167,2,End mill cutter
2,6,2,4,36.88,0.076,0.508,23.85994408,2,End mill cutter
2,6,2,4,33.83,0.084,1.016,19.16681761,2,End mill cutter
2,6,2,2,28.04,0.094,1.524,23.1466635,2,End mill cutter
2,6,2,2,26.82,0.084,2.54,20.59374673,2,End mill cutter
2,6,2,3,25.6,0.076,3.175,21.80848525,2,End mill cutter
2,6,2,5,23.77,0.066,6.35,23.01206736,2,End mill cutter
2,6,2,3,22.25,0.058,9.525,23.54903938,2,End mill cutter
2,6,2,1,21.95,0.048,12.7,21.08327511,2,End mill cutter
2,6,2,2,21.95,0.043,19.05,22.16101388,2,End mill cutter
2,6,2,1,21.64,0.043,25.4,22.73503473,2,End mill cutter
2,6,2,1,21.64,0.038,44.45,20.92584311,2,End mill cutter
2,6,2,4,34.44,0.094,0.508,32.25327597,2,End mill cutter
2,6,2,4,30.48,0.104,1.016,26.34145646,2,End mill cutter
2,6,2,5,27.13,0.112,1.524,33.02424075,2,End mill cutter
2,6,2,5,25.91,0.104,2.54,36.72101584,2,End mill cutter
2,6,2,4,24.69,0.094,3.175,32.18923458,2,End mill cutter
2,6,2,1,22.86,0.084,6.35,28.45688311,2,End mill cutter
2,6,2,4,21.34,0.112,9.525,31.86064732,2,End mill cutter
2,6,2,2,21.03,0.071,12.7,35.05034815,2,End mill cutter
2,6,2,3,20.73,0.066,19.05,25.71550108,2,End mill cutter
2,6,2,3,20.73,0.058,25.4,30.87229526,2,End mill cutter
2,6,2,1,20.73,0.058,44.45,36.72279795,2,End mill cutter
2,6,2,3,33.83,0.096,0.508,44.11005086,2,End mill cutter
2,6,2,4,29.57,0.107,1.016,45.84030953,2,End mill cutter
2,6,2,3,25.91,0.112,1.524,39.6859669,2,End mill cutter
2,6,2,1,24.99,0.099,2.54,49.58722355,2,End mill cutter
2,6,2,2,24.08,0.084,3.175,49.01290937,2,End mill cutter
2,6,2,5,22.25,0.081,6.35,42.87614366,2,End mill cutter
2,6,2,2,20.42,0.076,9.525,43.16300619,2,End mill cutter
2,6,2,2,20.42,0.069,12.7,48.1135896,2,End mill cutter
2,6,2,4,20.42,0.069,19.05,43.81420737,2,End mill cutter
2,6,2,3,20.12,0.066,25.4,49.88528109,2,End mill cutter
2,6,2,4,20.12,0.066,44.45,45.66469513,2,End mill cutter
2,6,3,5,402.03,0.056,0.508,5.530043723,1,End mill cutter
2,6,3,4,351.43,0.069,1.016,1.542400412,1,End mill cutter
2,6,3,3,300.84,0.086,1.524,0.160250862,1,End mill cutter
2,6,3,3,292,0.069,2.54,4.743197601,1,End mill cutter
2,6,3,1,279.81,0.056,3.175,0.36599529,1,End mill cutter
2,6,3,1,256.03,0.046,6.35,4.034143066,1,End mill cutter
2,6,3,2,243.84,0.043,9.525,3.466233292,1,End mill cutter
2,6,3,1,242.62,0.041,12.7,3.935215035,1,End mill cutter
2,6,3,3,242.01,0.036,19.05,0.217544747,1,End mill cutter
2,6,3,4,239.88,0.033,25.4,5.020001773,1,End mill cutter
2,6,3,2,238.05,0.03,44.45,2.524512113,1,End mill cutter
2,6,3,2,386.49,0.069,0.508,6.759558532,1,End mill cutter
2,6,3,2,339.24,0.086,1.016,10.53208803,1,End mill cutter
2,6,3,3,294.44,0.099,1.524,9.176724973,1,End mill cutter
2,6,3,3,288.65,0.086,2.54,12.11915045,1,End mill cutter
2,6,3,3,274.02,0.069,3.175,8.650224033,1,End mill cutter
2,6,3,2,247.19,0.056,6.35,11.97523379,1,End mill cutter
2,6,3,4,232.26,0.046,9.525,9.746915158,1,End mill cutter
2,6,3,2,225.86,0.046,12.7,12.61832799,1,End mill cutter
2,6,3,2,223.42,0.041,19.05,8.461601011,1,End mill cutter
2,6,3,2,220.07,0.036,25.4,6.494443499,1,End mill cutter
2,6,3,3,217.02,0.03,44.45,7.759185383,1,End mill cutter
2,6,3,5,378.26,0.086,0.508,15.6162656,1,End mill cutter
2,6,3,1,333.45,0.099,1.016,18.1581751,1,End mill cutter
2,6,3,1,288.65,0.112,1.524,15.45386726,1,End mill cutter
2,6,3,4,274.02,0.099,2.54,14.13049913,1,End mill cutter
2,6,3,4,261.82,0.086,3.175,17.33280095,1,End mill cutter
2,6,3,1,238.05,0.069,6.35,14.93828872,1,End mill cutter
2,6,3,5,220.07,0.056,9.525,13.89203866,1,End mill cutter
2,6,3,2,218.85,0.048,12.7,17.9593708,1,End mill cutter
2,6,3,3,217.02,0.043,19.05,15.80445294,1,End mill cutter
2,6,3,3,216.41,0.043,25.4,16.51241857,1,End mill cutter
2,6,3,2,214.27,0.041,44.45,18.20752048,1,End mill cutter
2,6,3,3,357.23,0.142,0.508,20.9041991,1,End mill cutter
2,6,3,3,309.68,0.155,1.016,22.1447497,1,End mill cutter
2,6,3,1,274.02,0.168,1.524,24.7568345,1,End mill cutter
2,6,3,2,256.03,0.155,2.54,23.04578393,1,End mill cutter
2,6,3,2,243.84,0.142,3.175,21.34607291,1,End mill cutter
2,6,3,5,225.86,0.124,6.35,22.65378098,1,End mill cutter
2,6,3,1,208.79,0.112,9.525,24.85356603,1,End mill cutter
2,6,3,5,207.26,0.107,12.7,19.86880647,1,End mill cutter
2,6,3,2,207.26,0.102,19.05,23.13428546,1,End mill cutter
2,6,3,5,205.44,0.096,25.4,20.72999854,1,End mill cutter
2,6,3,5,205.44,0.086,44.45,22.44077219,1,End mill cutter
2,6,3,5,327.66,0.198,0.508,29.48652953,1,End mill cutter
2,6,3,5,292,0.211,1.016,26.25480298,1,End mill cutter
2,6,3,2,267.61,0.224,1.524,28.67213734,1,End mill cutter
2,6,3,3,235,0.198,2.54,33.91457688,1,End mill cutter
2,6,3,3,223.42,0.168,3.175,37.16181077,1,End mill cutter
2,6,3,5,208.79,0.155,6.35,37.99694046,1,End mill cutter
2,6,3,1,184.4,0.142,9.525,38.03249456,1,End mill cutter
2,6,3,3,183.79,0.13,12.7,34.61565968,1,End mill cutter
2,6,3,1,183.18,0.122,19.05,28.82616347,1,End mill cutter
2,6,3,5,181.66,0.112,25.4,36.04726898,1,End mill cutter
2,6,3,3,180.44,0.107,44.45,36.9489922,1,End mill cutter
2,6,3,3,312.42,0.198,0.508,46.06469228,1,End mill cutter
2,6,3,2,285.6,0.211,1.016,39.20230053,1,End mill cutter
2,6,3,5,256.03,0.198,1.524,38.64597859,1,End mill cutter
2,6,3,2,238.05,0.168,2.54,39.67034532,1,End mill cutter
2,6,3,3,214.27,0.155,3.175,41.90393972,1,End mill cutter
2,6,3,5,196.6,0.145,6.35,39.86619346,1,End mill cutter
2,6,3,1,181.66,0.135,9.525,41.92411457,1,End mill cutter
2,6,3,3,181.05,0.13,12.7,48.09760627,1,End mill cutter
2,6,3,3,180.44,0.122,19.05,38.35245227,1,End mill cutter
2,6,3,4,179.22,0.122,25.4,44.54968907,1,End mill cutter
2,6,3,4,178.61,0.119,44.45,42.33380462,1,End mill cutter
2,6,3,1,210.31,0.046,0.508,4.526723681,2,End mill cutter
2,6,3,1,210.31,0.066,1.016,1.354265025,2,End mill cutter
2,6,3,4,173.13,0.086,1.524,3.847457276,2,End mill cutter
2,6,3,3,167.94,0.066,2.54,2.143105617,2,End mill cutter
2,6,3,5,158.8,0.046,3.175,1.104347125,2,End mill cutter
2,6,3,1,149.96,0.036,6.35,4.924796671,2,End mill cutter
2,6,3,5,140.82,0.03,9.525,0.882304148,2,End mill cutter
2,6,3,4,139.9,0.025,12.7,6.335403439,2,End mill cutter
2,6,3,4,137.77,0.015,19.05,2.209085845,2,End mill cutter
2,6,3,2,136.86,0.015,25.4,0.022201227,2,End mill cutter
2,6,3,2,135.64,0.01,44.45,1.787498168,2,End mill cutter
2,6,3,3,231.34,0.066,0.508,7.619593862,2,End mill cutter
2,6,3,5,207.26,0.086,1.016,6.714970689,2,End mill cutter
2,6,3,4,167.94,0.107,1.524,9.736861602,2,End mill cutter
2,6,3,2,163.98,0.086,2.54,9.026376702,2,End mill cutter
2,6,3,2,158.8,0.066,3.175,9.584610924,2,End mill cutter
2,6,3,4,149.96,0.051,6.35,12.46746041,2,End mill cutter
2,6,3,3,136.86,0.041,9.525,6.461102031,2,End mill cutter
2,6,3,4,135.64,0.03,12.7,8.093850169,2,End mill cutter
2,6,3,4,134.72,0.025,19.05,7.693268893,2,End mill cutter
2,6,3,5,134.72,0.02,25.4,12.5049447,2,End mill cutter
2,6,3,2,133.81,0.015,44.45,12.30733032,2,End mill cutter
2,6,3,2,224.33,0.086,0.508,13.70042512,2,End mill cutter
2,6,3,4,206.04,0.107,1.016,15.22038223,2,End mill cutter
2,6,3,4,163.98,0.132,1.524,12.86805675,2,End mill cutter
2,6,3,1,158.8,0.107,2.54,13.5574555,2,End mill cutter
2,6,3,4,153.92,0.086,3.175,15.6280087,2,End mill cutter
2,6,3,3,144.78,0.066,6.35,14.05586281,2,End mill cutter
2,6,3,5,154.84,0.046,9.525,14.31336004,2,End mill cutter
2,6,3,1,134.72,0.041,12.7,18.28489959,2,End mill cutter
2,6,3,5,133.81,0.036,19.05,17.19364019,2,End mill cutter
2,6,3,5,132.89,0.025,25.4,17.18051483,2,End mill cutter
2,6,3,4,130.76,0.02,44.45,13.4770124,2,End mill cutter
2,6,3,4,210.31,0.173,0.508,24.44159928,2,End mill cutter
2,6,3,3,192.02,0.193,1.016,24.74980659,2,End mill cutter
2,6,3,1,158.8,0.218,1.524,23.52586793,2,End mill cutter
2,6,3,5,151.79,0.193,2.54,21.12419456,2,End mill cutter
2,6,3,1,144.78,0.173,3.175,22.89630268,2,End mill cutter
2,6,3,1,135.64,0.152,6.35,19.41966836,2,End mill cutter
2,6,3,1,126.8,0.132,9.525,20.78909165,2,End mill cutter
2,6,3,3,125.58,0.112,12.7,20.08211062,2,End mill cutter
2,6,3,2,124.66,0.102,19.05,25.29904058,2,End mill cutter
2,6,3,3,122.83,0.096,25.4,20.09587901,2,End mill cutter
2,6,3,4,122.83,0.086,44.45,21.12250174,2,End mill cutter
2,6,3,2,195.99,0.218,0.508,25.54013843,2,End mill cutter
2,6,3,5,173.13,0.239,1.016,28.44574636,2,End mill cutter
2,6,3,3,153.92,0.259,1.524,35.7261504,2,End mill cutter
2,6,3,1,147.83,0.239,2.54,33.75638111,2,End mill cutter
2,6,3,4,140.82,0.218,3.175,34.87121362,2,End mill cutter
2,6,3,2,130.76,0.193,6.35,37.91055432,2,End mill cutter
2,6,3,1,121.62,0.259,9.525,36.35375472,2,End mill cutter
2,6,3,5,119.79,0.163,12.7,25.5830528,2,End mill cutter
2,6,3,1,118.57,0.152,19.05,26.67401061,2,End mill cutter
2,6,3,1,117.65,0.137,25.4,29.50791848,2,End mill cutter
2,6,3,3,117.65,0.132,44.45,34.95831093,2,End mill cutter
2,6,3,4,192.02,0.224,0.508,41.0677141,2,End mill cutter
2,6,3,1,167.94,0.244,1.016,46.34964921,2,End mill cutter
2,6,3,2,147.83,0.259,1.524,42.42379507,2,End mill cutter
2,6,3,2,141.73,0.229,2.54,50.264187,2,End mill cutter
2,6,3,2,136.86,0.193,3.175,43.4217584,2,End mill cutter
2,6,3,4,126.8,0.188,6.35,38.81753043,2,End mill cutter
2,6,3,1,116.74,0.173,9.525,45.3526065,2,End mill cutter
2,6,3,5,116.74,0.158,12.7,47.19300556,2,End mill cutter
2,6,3,5,115.52,0.158,19.05,49.00946285,2,End mill cutter
2,6,3,2,114.6,0.152,25.4,45.5251817,2,End mill cutter
2,6,3,2,114.6,0.152,44.45,39.01361033,2,End mill cutter
2,6,4,4,70.71,0.033,0.508,0.428712293,1,End mill cutter
2,6,4,2,61.87,0.041,1.016,0.51905244,1,End mill cutter
2,6,4,5,53.04,0.051,1.524,1.905240457,1,End mill cutter
2,6,4,4,51.51,0.041,2.54,5.648946743,1,End mill cutter
2,6,4,1,49.38,0.033,3.175,4.454871271,1,End mill cutter
2,6,4,4,45.11,0.028,6.35,3.003566791,1,End mill cutter
2,6,4,5,42.98,0.025,9.525,2.247481623,1,End mill cutter
2,6,4,4,42.67,0.023,12.7,2.5873166,1,End mill cutter
2,6,4,5,42.67,0.02,19.05,4.002642294,1,End mill cutter
2,6,4,2,42.37,0.02,25.4,0.095188926,1,End mill cutter
2,6,4,5,42.06,0.018,44.45,3.32619662,1,End mill cutter
2,6,4,1,67.97,0.041,0.508,9.724389698,1,End mill cutter
2,6,4,1,59.74,0.051,1.016,6.8809687,1,End mill cutter
2,6,4,5,51.82,0.058,1.524,8.037744621,1,End mill cutter
2,6,4,2,50.9,0.051,2.54,12.68964933,1,End mill cutter
2,6,4,5,48.16,0.041,3.175,7.063484002,1,End mill cutter
2,6,4,2,43.59,0.033,6.35,8.144552549,1,End mill cutter
2,6,4,1,40.84,0.028,9.525,8.299871322,1,End mill cutter
2,6,4,2,39.93,0.028,12.7,7.73379768,1,End mill cutter
2,6,4,3,39.32,0.023,19.05,9.668771924,1,End mill cutter
2,6,4,1,38.71,0.02,25.4,9.357772308,1,End mill cutter
2,6,4,1,38.1,0.018,44.45,7.11095353,1,End mill cutter
2,6,4,3,66.75,0.051,0.508,14.42380511,1,End mill cutter
2,6,4,3,58.83,0.058,1.016,18.8986175,1,End mill cutter
2,6,4,1,50.9,0.066,1.524,12.83716013,1,End mill cutter
2,6,4,2,48.16,0.058,2.54,13.09212316,1,End mill cutter
2,6,4,1,46.02,0.051,3.175,13.6605209,1,End mill cutter
2,6,4,2,42.06,0.041,6.35,13.12963576,1,End mill cutter
2,6,4,5,38.71,0.033,9.525,13.10550442,1,End mill cutter
2,6,4,2,38.71,0.028,12.7,16.1642681,1,End mill cutter
2,6,4,5,38.1,0.025,19.05,17.810275,1,End mill cutter
2,6,4,4,38.1,0.025,25.4,16.47987958,1,End mill cutter
2,6,4,3,37.8,0.023,44.45,17.96204523,1,End mill cutter
2,6,4,5,62.79,0.084,0.508,23.10142998,1,End mill cutter
2,6,4,3,54.56,0.091,1.016,24.09367953,1,End mill cutter
2,6,4,5,48.16,0.099,1.524,24.68812279,1,End mill cutter
2,6,4,1,45.11,0.091,2.54,23.27747482,1,End mill cutter
2,6,4,2,42.98,0.084,3.175,23.86059898,1,End mill cutter
2,6,4,5,39.93,0.074,6.35,24.29352399,1,End mill cutter
2,6,4,4,36.88,0.066,9.525,19.60509864,1,End mill cutter
2,6,4,2,36.58,0.061,12.7,21.44053047,1,End mill cutter
2,6,4,3,36.58,0.061,19.05,20.26648518,1,End mill cutter
2,6,4,1,36.27,0.056,25.4,19.55509058,1,End mill cutter
2,6,4,1,36.27,0.051,44.45,19.42632507,1,End mill cutter
2,6,4,1,57.61,0.117,0.508,30.12080746,1,End mill cutter
2,6,4,4,51.51,0.124,1.016,33.54548489,1,End mill cutter
2,6,4,1,47.24,0.132,1.524,33.07566499,1,End mill cutter
2,6,4,3,41.45,0.117,2.54,30.98255929,1,End mill cutter
2,6,4,4,39.32,0.099,3.175,30.87059572,1,End mill cutter
2,6,4,1,36.88,0.091,6.35,36.62452286,1,End mill cutter
2,6,4,3,32.61,0.084,9.525,33.15408548,1,End mill cutter
2,6,4,3,32.31,0.076,12.7,27.66702595,1,End mill cutter
2,6,4,3,32.31,0.071,19.05,26.50755924,1,End mill cutter
2,6,4,4,32,0.066,25.4,34.32992165,1,End mill cutter
2,6,4,4,31.7,0.061,44.45,32.98011049,1,End mill cutter
2,6,4,2,55.17,0.117,0.508,43.20594325,1,End mill cutter
2,6,4,4,50.29,0.124,1.016,46.1928806,1,End mill cutter
2,6,4,1,45.11,0.117,1.524,48.04940149,1,End mill cutter
2,6,4,4,42.06,0.099,2.54,50.38865426,1,End mill cutter
2,6,4,2,37.8,0.091,3.175,41.41531938,1,End mill cutter
2,6,4,4,34.75,0.084,6.35,44.81779246,1,End mill cutter
2,6,4,3,32,0.079,9.525,47.74690576,1,End mill cutter
2,6,4,2,32,0.076,12.7,39.94808827,1,End mill cutter
2,6,4,1,31.7,0.071,19.05,41.64523637,1,End mill cutter
2,6,4,4,31.7,0.071,25.4,48.36115055,1,End mill cutter
2,6,4,5,31.39,0.069,44.45,40.99499212,1,End mill cutter
2,6,4,5,70.71,0.033,0.508,0.093728525,2,End mill cutter
2,6,4,4,61.87,0.041,1.016,2.22284255,2,End mill cutter
2,6,4,3,53.04,0.051,1.524,0.331307895,2,End mill cutter
2,6,4,1,51.51,0.041,2.54,1.102903575,2,End mill cutter
2,6,4,5,49.38,0.033,3.175,3.825257689,2,End mill cutter
2,6,4,1,45.11,0.028,6.35,1.335318316,2,End mill cutter
2,6,4,1,42.98,0.025,9.525,1.90737501,2,End mill cutter
2,6,4,3,42.67,0.023,12.7,1.985155788,2,End mill cutter
2,6,4,2,42.67,0.02,19.05,2.108779888,2,End mill cutter
2,6,4,4,42.37,0.02,25.4,0.525114548,2,End mill cutter
2,6,4,2,42.06,0.018,44.45,3.273168172,2,End mill cutter
2,6,4,5,67.97,0.041,0.508,11.59356828,2,End mill cutter
2,6,4,5,59.74,0.051,1.016,10.84893092,2,End mill cutter
2,6,4,4,51.82,0.058,1.524,7.389488771,2,End mill cutter
2,6,4,5,50.9,0.051,2.54,8.038099144,2,End mill cutter
2,6,4,4,48.16,0.041,3.175,9.517491722,2,End mill cutter
2,6,4,3,43.59,0.033,6.35,12.18030852,2,End mill cutter
2,6,4,2,40.84,0.028,9.525,6.885163534,2,End mill cutter
2,6,4,5,39.93,0.028,12.7,9.630547641,2,End mill cutter
2,6,4,5,39.32,0.023,19.05,8.595793217,2,End mill cutter
2,6,4,2,38.71,0.02,25.4,7.149737244,2,End mill cutter
2,6,4,2,38.1,0.018,44.45,7.047812482,2,End mill cutter
2,6,4,3,66.75,0.051,0.508,15.791995,2,End mill cutter
2,6,4,4,58.83,0.058,1.016,16.03866664,2,End mill cutter
2,6,4,3,50.9,0.066,1.524,17.29003583,2,End mill cutter
2,6,4,3,48.16,0.058,2.54,14.39167133,2,End mill cutter
2,6,4,1,46.02,0.051,3.175,12.94416634,2,End mill cutter
2,6,4,2,42.06,0.041,6.35,17.23601348,2,End mill cutter
2,6,4,4,38.71,0.033,9.525,13.88736709,2,End mill cutter
2,6,4,4,38.71,0.028,12.7,12.79854403,2,End mill cutter
2,6,4,1,38.1,0.025,19.05,14.53675336,2,End mill cutter
2,6,4,5,38.1,0.025,25.4,17.22269519,2,End mill cutter
2,6,4,3,37.8,0.023,44.45,13.9732007,2,End mill cutter
2,6,4,3,62.79,0.084,0.508,22.04397477,2,End mill cutter
2,6,4,3,54.56,0.091,1.016,20.6546545,2,End mill cutter
2,6,4,3,48.16,0.099,1.524,21.24960632,2,End mill cutter
2,6,4,3,45.11,0.091,2.54,19.19425782,2,End mill cutter
2,6,4,2,42.98,0.084,3.175,19.24420658,2,End mill cutter
2,6,4,4,39.93,0.074,6.35,20.16856435,2,End mill cutter
2,6,4,3,36.88,0.066,9.525,24.21761594,2,End mill cutter
2,6,4,4,36.58,0.061,12.7,20.77461827,2,End mill cutter
2,6,4,5,36.58,0.061,19.05,23.94215609,2,End mill cutter
2,6,4,2,36.27,0.056,25.4,24.00124207,2,End mill cutter
2,6,4,2,36.27,0.051,44.45,24.60553462,2,End mill cutter
2,6,4,2,57.61,0.117,0.508,32.44964665,2,End mill cutter
2,6,4,1,51.51,0.124,1.016,26.23458924,2,End mill cutter
2,6,4,5,47.24,0.132,1.524,33.10976098,2,End mill cutter
2,6,4,3,41.45,0.117,2.54,30.56323093,2,End mill cutter
2,6,4,1,39.32,0.099,3.175,30.35903446,2,End mill cutter
2,6,4,3,36.88,0.091,6.35,36.1671479,2,End mill cutter
2,6,4,3,32.61,0.084,9.525,35.36646107,2,End mill cutter
2,6,4,4,32.31,0.076,12.7,28.21536605,2,End mill cutter
2,6,4,2,32.31,0.071,19.05,26.8952201,2,End mill cutter
2,6,4,5,32,0.066,25.4,37.7762766,2,End mill cutter
2,6,4,3,31.7,0.061,44.45,34.48907153,2,End mill cutter
2,6,4,3,55.17,0.117,0.508,42.50423965,2,End mill cutter
2,6,4,3,50.29,0.124,1.016,49.80551897,2,End mill cutter
2,6,4,3,45.11,0.117,1.524,39.95085186,2,End mill cutter
2,6,4,1,42.06,0.099,2.54,43.40277529,2,End mill cutter
2,6,4,4,37.8,0.091,3.175,44.00432901,2,End mill cutter
2,6,4,3,34.75,0.084,6.35,50.27383592,2,End mill cutter
2,6,4,2,32,0.079,9.525,39.43362721,2,End mill cutter
2,6,4,1,32,0.076,12.7,45.58738704,2,End mill cutter
2,6,4,3,31.7,0.071,19.05,49.20436563,2,End mill cutter
2,6,4,4,31.7,0.071,25.4,48.07576657,2,End mill cutter
2,6,4,1,31.39,0.069,44.45,46.21808813,2,End mill cutter
2,6,5,3,21.03,0.018,0.508,3.727891466,1,End mill cutter
2,6,5,5,18.29,0.02,1.016,1.638109997,1,End mill cutter
2,6,5,2,15.85,0.025,1.524,0.687958949,1,End mill cutter
2,6,5,5,15.24,0.02,2.54,1.562728482,1,End mill cutter
2,6,5,2,14.63,0.018,3.175,5.556323346,1,End mill cutter
2,6,5,3,13.41,0.015,6.35,0.197586737,1,End mill cutter
2,6,5,4,12.8,0.013,9.525,3.41885952,1,End mill cutter
2,6,5,4,12.8,0.013,12.7,5.362724014,1,End mill cutter
2,6,5,3,12.8,0.01,19.05,2.799641525,1,End mill cutter
2,6,5,2,12.5,0.01,25.4,1.653702434,1,End mill cutter
2,6,5,2,12.5,0.01,44.45,2.724609066,1,End mill cutter
2,6,5,3,20.12,0.02,0.508,9.166633036,1,End mill cutter
2,6,5,5,17.68,0.025,1.016,11.80832965,1,End mill cutter
2,6,5,4,15.54,0.03,1.524,8.432161409,1,End mill cutter
2,6,5,5,15.24,0.025,2.54,6.914503273,1,End mill cutter
2,6,5,4,14.33,0.02,3.175,11.02628891,1,End mill cutter
2,6,5,1,12.8,0.018,6.35,11.19399287,1,End mill cutter
2,6,5,1,12.19,0.015,9.525,9.803825177,1,End mill cutter
2,6,5,5,11.89,0.015,12.7,8.408366532,1,End mill cutter
2,6,5,5,11.58,0.013,19.05,9.367275273,1,End mill cutter
2,6,5,5,11.58,0.01,25.4,6.764694029,1,End mill cutter
2,6,5,1,11.28,0.01,44.45,10.16212786,1,End mill cutter
2,6,5,2,19.81,0.025,0.508,16.80057108,1,End mill cutter
2,6,5,2,17.37,0.03,1.016,13.85060941,1,End mill cutter
2,6,5,5,15.24,0.036,1.524,15.23638179,1,End mill cutter
2,6,5,3,14.33,0.03,2.54,16.26763573,1,End mill cutter
2,6,5,1,13.72,0.025,3.175,18.1797766,1,End mill cutter
2,6,5,5,12.5,0.02,6.35,16.03241327,1,End mill cutter
2,6,5,5,11.58,0.018,9.525,15.19574152,1,End mill cutter
2,6,5,3,11.58,0.015,12.7,18.01407222,1,End mill cutter
2,6,5,1,11.28,0.013,19.05,17.72079818,1,End mill cutter
2,6,5,2,11.28,0.013,25.4,16.52895555,1,End mill cutter
2,6,5,4,11.28,0.013,44.45,15.45881605,1,End mill cutter
2,6,5,3,18.59,0.043,0.508,21.46256663,1,End mill cutter
2,6,5,5,16.15,0.048,1.016,21.56929939,1,End mill cutter
2,6,5,3,14.33,0.051,1.524,25.35661112,1,End mill cutter
2,6,5,2,13.41,0.048,2.54,20.74668961,1,End mill cutter
2,6,5,4,12.8,0.043,3.175,19.4095199,1,End mill cutter
2,6,5,5,11.89,0.038,6.35,24.50859798,1,End mill cutter
2,6,5,4,10.97,0.036,9.525,23.42714924,1,End mill cutter
2,6,5,4,10.97,0.033,12.7,19.37430099,1,End mill cutter
2,6,5,2,10.97,0.03,19.05,22.22316844,1,End mill cutter
2,6,5,4,10.67,0.03,25.4,19.06199674,1,End mill cutter
2,6,5,4,10.67,0.025,44.45,23.38286455,1,End mill cutter
2,6,5,5,17.07,0.061,0.508,29.30158952,1,End mill cutter
2,6,5,4,15.24,0.066,1.016,34.70457632,1,End mill cutter
2,6,5,4,14.02,0.069,1.524,25.87870328,1,End mill cutter
2,6,5,3,12.19,0.061,2.54,28.56924993,1,End mill cutter
2,6,5,3,11.58,0.051,3.175,34.79515352,1,End mill cutter
2,6,5,2,10.97,0.048,6.35,33.57445468,1,End mill cutter
2,6,5,3,9.75,0.043,9.525,34.48573135,1,End mill cutter
2,6,5,2,9.75,0.041,12.7,37.02876329,1,End mill cutter
2,6,5,4,9.45,0.038,19.05,31.37135428,1,End mill cutter
2,6,5,1,9.45,0.036,25.4,34.02525027,1,End mill cutter
2,6,5,4,9.45,0.033,44.45,29.33774381,1,End mill cutter
2,6,5,4,16.46,0.061,0.508,40.38307256,1,End mill cutter
2,6,5,1,14.94,0.066,1.016,47.05497023,1,End mill cutter
2,6,5,5,13.41,0.061,1.524,39.626815,1,End mill cutter
2,6,5,1,12.5,0.051,2.54,46.90413671,1,End mill cutter
2,6,5,4,11.28,0.048,3.175,49.46035311,1,End mill cutter
2,6,5,2,10.36,0.046,6.35,49.1735616,1,End mill cutter
