Feature,Operation,Work Material,Speed,feed per tooth,No. of tooth,Dia. Of tool,Cutting tool material,Depth of cut,Feed,Spindle speed
2,6,3,274.02,0.168,2,21.0578443,1,1.524,0.336,4142.861506
2,6,3,256.03,0.155,3,24.52354695,1,2.54,0.465,3323.836369
2,6,3,243.84,0.142,2,22.24337787,1,3.175,0.284,3490.087164
2,6,3,225.86,0.124,3,20.7878158,1,6.35,0.372,3459.095303
2,6,3,208.79,0.112,3,24.27808979,1,9.525,0.336,2737.960918
2,6,3,207.26,0.107,3,24.80368875,1,12.7,0.321,2660.304104
2,6,3,207.26,0.102,3,21.21673926,1,19.05,0.306,3110.061079
2,6,3,205.44,0.096,3,21.6927598,1,25.4,0.288,3015.103763
2,6,3,205.44,0.086,2,19.26647417,1,44.45,0.172,3394.804939
2,6,3,327.66,0.198,3,28.77102834,1,0.508,0.594,3625.768785
2,6,3,292,0.211,2,33.77770618,1,1.016,0.422,2752.230234
2,6,3,267.61,0.224,3,29.81110453,1,1.524,0.672,2857.961239
2,6,3,235,0.198,3,27.81680207,1,2.54,0.594,2689.631148
2,6,3,223.42,0.168,3,28.16009539,1,3.175,0.504,2525.922314
2,6,3,208.79,0.155,2,27.18782869,1,6.35,0.31,2444.934524
2,6,3,184.4,0.142,2,36.65002521,1,9.525,0.284,1601.838407
2,6,3,183.79,0.13,3,31.90096249,1,12.7,0.39,1834.214637
2,6,3,183.18,0.122,3,25.72544534,1,19.05,0.366,2266.977535
2,6,3,181.66,0.112,2,26.78673329,1,25.4,0.224,2159.094345
2,6,3,180.44,0.107,3,29.33438404,1,44.45,0.321,1958.339161
2,6,3,312.42,0.198,2,46.96610079,1,0.508,0.396,2117.807032
2,6,3,285.6,0.211,3,42.89835371,1,1.016,0.633,2119.57916
2,6,3,256.03,0.198,2,38.95746767,1,1.524,0.396,2092.339726
2,6,3,238.05,0.168,2,43.67909435,1,2.54,0.336,1735.108448
2,6,3,214.27,0.155,2,38.85056303,1,3.175,0.31,1755.885191
2,6,3,196.6,0.145,3,39.05385006,1,6.35,0.435,1602.698102
2,6,3,181.66,0.135,2,41.80217772,1,9.525,0.27,1383.542378
2,6,3,181.05,0.13,2,47.38529672,1,12.7,0.26,1216.429625
2,6,3,180.44,0.122,2,44.31972975,1,19.05,0.244,1296.187349
2,6,3,179.22,0.122,3,47.50038014,1,25.4,0.366,1201.216949
2,6,3,178.61,0.119,2,44.32645169,1,44.45,0.238,1282.84701
2,6,3,210.31,0.046,3,5.49463555,2,0.508,0.138,12185.77332
2,6,3,210.31,0.066,4,3.714647689,2,1.016,0.264,18024.96197
2,6,3,173.13,0.086,3,1.285721417,2,1.524,0.258,42870.3979
2,6,3,167.94,0.066,3,5.612399231,2,2.54,0.198,9526.593977
2,6,3,158.8,0.046,4,5.673488547,2,3.175,0.184,8911.121788
2,6,3,149.96,0.036,3,0.581574802,2,6.35,0.108,82092.20368
2,6,3,140.82,0.03,4,5.025816341,2,9.525,0.12,8920.51216
2,6,3,139.9,0.025,3,3.325959829,2,12.7,0.075,13391.60956
2,6,3,137.77,0.015,3,1.326802279,2,19.05,0.045,33058.29975
2,6,3,136.86,0.015,4,5.667525212,2,25.4,0.06,7688.031224
2,6,3,135.64,0.01,3,1.639159197,2,44.45,0.03,26345.03075
2,6,3,231.34,0.066,3,6.981207308,2,0.508,0.198,10549.99516
2,6,3,207.26,0.086,4,12.61844541,2,1.016,0.344,5229.277682
2,6,3,167.94,0.107,3,9.269750667,2,1.524,0.321,5767.905808
2,6,3,163.98,0.086,4,9.499471115,2,2.54,0.344,5495.706349
2,6,3,158.8,0.066,3,6.437419197,2,3.175,0.198,7853.636039
2,6,3,149.96,0.051,4,11.90632173,2,6.35,0.204,4009.866202
2,6,3,136.86,0.041,3,10.31131841,2,9.525,0.123,4225.658548
2,6,3,135.64,0.03,4,10.05355791,2,12.7,0.12,4295.36487
2,6,3,134.72,0.025,4,7.802920232,2,19.05,0.1,5496.762472
2,6,3,134.72,0.02,3,12.04185053,2,25.4,0.06,3561.811286
2,6,3,133.81,0.015,3,7.051818953,2,44.45,0.045,6041.14807
2,6,3,224.33,0.086,4,18.33481904,2,0.508,0.344,3895.316872
2,6,3,206.04,0.107,4,16.8097145,2,1.016,0.428,3902.323483
2,6,3,163.98,0.132,3,16.27153405,2,1.524,0.396,3208.443873
2,6,3,158.8,0.107,4,12.84210647,2,2.54,0.428,3936.826682
2,6,3,153.92,0.086,4,13.01751087,2,3.175,0.344,3764.42951
2,6,3,144.78,0.066,3,18.94217097,2,6.35,0.198,2433.38532
2,6,3,154.84,0.046,3,18.09017199,2,9.525,0.138,2725.037797
2,6,3,134.72,0.041,3,13.40050316,2,12.7,0.123,3200.685719
2,6,3,133.81,0.036,3,18.76737902,2,19.05,0.108,2269.953754
2,6,3,132.89,0.025,3,14.13783603,2,25.4,0.075,2992.550062
2,6,3,130.76,0.02,4,18.62242861,2,44.45,0.08,2235.479324
2,6,3,210.31,0.173,3,20.9550205,2,0.508,0.519,3195.243036
2,6,3,192.02,0.193,4,24.19138851,2,1.016,0.772,2527.07268
2,6,3,158.8,0.218,3,22.17836851,2,1.524,0.654,2279.570176
2,6,3,151.79,0.193,4,19.87168673,2,2.54,0.772,2431.870769
2,6,3,144.78,0.173,3,20.545334,2,3.175,0.519,2243.507006
2,6,3,135.64,0.152,4,22.60181909,2,6.35,0.608,1910.629374
2,6,3,126.8,0.132,3,21.8211243,2,9.525,0.396,1850.010502
2,6,3,125.58,0.112,4,19.64440522,2,12.7,0.448,2035.230762
2,6,3,124.66,0.102,3,23.7181334,2,19.05,0.306,1673.318755
2,6,3,122.83,0.096,3,21.64428913,2,25.4,0.288,1806.729721
2,6,3,122.83,0.086,3,20.42756469,2,44.45,0.258,1914.343733
2,6,3,195.99,0.218,3,26.1380513,2,0.508,0.654,2387.221793
2,6,3,173.13,0.239,3,26.63644565,2,1.016,0.717,2069.322216
2,6,3,153.92,0.259,3,29.07574922,2,1.524,0.777,1685.373666
2,6,3,147.83,0.239,3,33.73599268,2,2.54,0.717,1395.086534
2,6,3,140.82,0.218,4,29.82422309,2,3.175,0.872,1503.236334
2,6,3,130.76,0.193,4,27.6710685,2,6.35,0.772,1504.461388
2,6,3,121.62,0.259,3,34.52780771,2,9.525,0.777,1121.419383
2,6,3,119.79,0.163,3,32.59536179,2,12.7,0.489,1170.02953
2,6,3,118.57,0.152,3,31.3335085,2,19.05,0.456,1204.752557
2,6,3,117.65,0.137,3,30.17540561,2,25.4,0.411,1241.283203
2,6,3,117.65,0.132,4,37.48091756,2,44.45,0.528,999.3411733
2,6,3,192.02,0.224,3,50.67232395,2,0.508,0.672,1206.445496
2,6,3,167.94,0.244,3,49.30119652,2,1.016,0.732,1084.497994
2,6,3,147.83,0.259,4,47.76455612,2,1.524,1.036,985.3463095
2,6,3,141.73,0.229,4,44.50180578,2,2.54,0.916,1013.949246
2,6,3,136.86,0.193,3,48.46205969,2,3.175,0.579,899.0973778
2,6,3,126.8,0.188,4,43.68013254,2,6.35,0.752,924.202991
2,6,3,116.74,0.173,4,46.35152249,2,9.525,0.692,801.840058
2,6,3,116.74,0.158,4,46.59603933,2,12.7,0.632,797.6323314
2,6,3,115.52,0.158,4,39.44854671,2,19.05,0.632,932.3054769
2,6,3,114.6,0.152,3,39.84192645,2,25.4,0.456,915.7487866
2,6,3,114.6,0.152,3,47.27898749,2,44.45,0.456,771.7000244
2,6,4,70.71,0.033,3,2.664876279,1,0.508,0.099,8447.648788
2,6,4,61.87,0.041,3,2.481625809,1,1.016,0.123,7937.356421
2,6,4,53.04,0.051,2,3.782341842,1,1.524,0.102,4464.520299
2,6,4,51.51,0.041,3,6.248775323,1,2.54,0.123,2624.391991
2,6,4,49.38,0.033,3,2.608875734,1,3.175,0.099,6026.008722
2,6,4,45.11,0.028,3,2.162161884,1,6.35,0.084,6642.272424
2,6,4,42.98,0.025,3,4.949259964,1,9.525,0.075,2764.764909
2,6,4,42.67,0.023,3,0.124760783,1,12.7,0.069,108887.1457
2,6,4,42.67,0.02,3,1.857654651,1,19.05,0.06,7312.901557
2,6,4,42.37,0.02,3,2.692987058,1,25.4,0.06,5009.060317
2,6,4,42.06,0.018,2,0.727951084,1,44.45,0.036,18394.97215
2,6,4,67.97,0.041,2,12.03152819,1,0.508,0.082,1798.574951
2,6,4,59.74,0.051,3,9.847248175,1,1.016,0.153,1931.445235
2,6,4,51.82,0.058,3,9.661505026,1,1.524,0.174,1707.594267
2,6,4,50.9,0.051,2,7.989167788,1,2.54,0.102,2028.375254
2,6,4,48.16,0.041,3,10.87134159,1,3.175,0.123,1410.377594
2,6,4,43.59,0.033,3,9.790678102,1,6.35,0.099,1417.444818
2,6,4,40.84,0.028,2,10.5175539,1,9.525,0.056,1236.240737
2,6,4,39.93,0.028,3,12.58303578,1,12.7,0.084,1010.28974
2,6,4,39.32,0.023,2,9.926999407,1,19.05,0.046,1261.036267
2,6,4,38.71,0.02,3,7.169158786,1,25.4,0.06,1719.044169
2,6,4,38.1,0.018,3,8.52005532,1,44.45,0.054,1423.687345
2,6,4,66.75,0.051,2,13.6462803,1,0.508,0.102,1557.28839
2,6,4,58.83,0.058,3,15.34820195,1,1.016,0.174,1220.319095
2,6,4,50.9,0.066,3,15.03762842,1,1.524,0.198,1077.632043
2,6,4,48.16,0.058,2,14.76008099,1,2.54,0.116,1038.794882
2,6,4,46.02,0.051,3,14.1121895,1,3.175,0.153,1038.207779
2,6,4,42.06,0.041,3,17.7105202,1,6.35,0.123,756.0839418
2,6,4,38.71,0.033,2,18.18444074,1,9.525,0.066,677.7277774
2,6,4,38.71,0.028,2,14.82188872,1,12.7,0.056,831.4797687
2,6,4,38.1,0.025,3,18.77933038,1,19.05,0.075,645.9173301
2,6,4,38.1,0.025,3,16.15163499,1,25.4,0.075,751.0010564
2,6,4,37.8,0.023,2,13.39012377,1,44.45,0.046,898.7507632
2,6,4,62.79,0.084,3,21.31612136,1,0.508,0.252,937.808927
2,6,4,54.56,0.091,2,20.26685343,1,1.016,0.182,857.0775086
2,6,4,48.16,0.099,3,19.56587367,1,1.524,0.297,783.6448731
2,6,4,45.11,0.091,2,21.04691944,1,2.54,0.182,682.3643858
2,6,4,42.98,0.084,3,24.87545225,1,3.175,0.252,550.0820704
2,6,4,39.93,0.074,2,24.32512805,1,6.35,0.148,522.6082228
2,6,4,36.88,0.066,3,23.83203603,1,9.525,0.198,492.6764792
2,6,4,36.58,0.061,3,24.8085027,1,12.7,0.183,469.4347241
2,6,4,36.58,0.061,3,22.33941766,1,19.05,0.183,521.3194361
2,6,4,36.27,0.056,3,24.48987893,1,25.4,0.168,471.5122509
2,6,4,36.27,0.051,2,24.76259394,1,44.45,0.102,466.3193995
2,6,4,57.61,0.117,2,32.05456495,1,0.508,0.234,572.1897212
2,6,4,51.51,0.124,2,28.41869606,1,1.016,0.248,577.058
2,6,4,47.24,0.132,3,25.58945985,1,1.524,0.396,587.7340254
2,6,4,41.45,0.117,2,37.12268059,1,2.54,0.234,355.4817176
2,6,4,39.32,0.099,3,36.73248089,1,3.175,0.297,340.7966456
2,6,4,36.88,0.091,2,28.69526216,1,6.35,0.182,409.1784747
2,6,4,32.61,0.084,2,33.62947797,1,9.525,0.168,308.7185577
2,6,4,32.31,0.076,3,34.75946903,1,12.7,0.228,295.9346974
2,6,4,32.31,0.071,3,32.80658032,1,19.05,0.213,313.5509051
2,6,4,32,0.066,3,28.32456428,1,25.4,0.198,359.6820825
2,6,4,31.7,0.061,2,29.04643136,1,44.45,0.122,347.454982
2,6,4,55.17,0.117,3,38.7720919,1,0.508,0.351,453.018371
2,6,4,50.29,0.124,2,46.74696775,1,1.016,0.248,342.4997459
2,6,4,45.11,0.117,3,50.73051582,1,1.524,0.351,283.0972251
2,6,4,42.06,0.099,3,42.72830383,1,2.54,0.297,313.3903929
2,6,4,37.8,0.091,2,44.39919897,1,3.175,0.182,271.0495737
2,6,4,34.75,0.084,2,39.10007266,1,6.35,0.168,282.9497458
2,6,4,32,0.079,2,46.81516539,1,9.525,0.158,217.6183333
2,6,4,32,0.076,2,40.48659045,1,12.7,0.152,251.6348785
2,6,4,31.7,0.071,2,49.77840047,1,19.05,0.142,202.7451101
2,6,4,31.7,0.071,3,48.83636912,1,25.4,0.213,206.6559711
2,6,4,31.39,0.069,2,41.97741153,1,44.45,0.138,238.0716733
2,6,4,70.71,0.033,4,5.977955145,2,0.508,0.132,3765.825994
2,6,4,61.87,0.041,4,3.944492278,2,1.016,0.164,4993.684145
2,6,4,53.04,0.051,3,5.127811638,2,1.524,0.153,3293.089357
2,6,4,51.51,0.041,3,4.697139833,2,2.54,0.123,3491.323762
2,6,4,49.38,0.033,3,1.840997706,2,3.175,0.099,8539.450036
2,6,4,45.11,0.028,3,3.346227771,2,6.35,0.084,4291.897994
2,6,4,42.98,0.025,4,1.909132703,2,9.525,0.1,7167.411807
2,6,4,42.67,0.023,4,0.025663972,2,12.7,0.092,529335.2638
2,6,4,42.67,0.02,4,5.282306532,2,19.05,0.08,2571.763965
2,6,4,42.37,0.02,3,2.283154985,2,25.4,0.06,5908.199266
2,6,4,42.06,0.018,4,3.912504985,2,44.45,0.072,3422.523415
2,6,4,67.97,0.041,3,8.797140492,2,0.508,0.123,2459.84536
2,6,4,59.74,0.051,4,7.53375088,2,1.016,0.204,2524.561918
2,6,4,51.82,0.058,4,11.23657735,2,1.524,0.232,1468.234506
2,6,4,50.9,0.051,4,8.455424427,2,2.54,0.204,1916.524757
2,6,4,48.16,0.041,4,11.17646455,2,3.175,0.164,1371.873594
2,6,4,43.59,0.033,3,10.12144431,2,6.35,0.099,1371.123085
2,6,4,40.84,0.028,4,8.623469699,2,9.525,0.112,1507.772282
2,6,4,39.93,0.028,3,8.096390451,2,12.7,0.084,1570.145612
2,6,4,39.32,0.023,4,9.180478802,2,19.05,0.092,1363.5788
2,6,4,38.71,0.02,4,6.861467414,2,25.4,0.08,1796.131915
2,6,4,38.1,0.018,4,12.11425193,2,44.45,0.072,1001.29129
2,6,4,66.75,0.051,3,15.86066614,2,0.508,0.153,1339.867677
2,6,4,58.83,0.058,4,17.67045485,2,1.016,0.232,1059.944641
2,6,4,50.9,0.066,4,15.64132239,2,1.524,0.264,1036.039654
2,6,4,48.16,0.058,4,14.73500189,2,2.54,0.232,1040.56292
2,6,4,46.02,0.051,4,15.5345691,2,3.175,0.204,943.1471718
2,6,4,42.06,0.041,3,18.26950231,2,6.35,0.123,732.950449
2,6,4,38.71,0.033,4,16.3584848,2,9.525,0.132,753.3766578
2,6,4,38.71,0.028,4,16.45982154,2,12.7,0.112,748.7384099
2,6,4,38.1,0.025,4,16.20952759,2,19.05,0.1,748.3188435
2,6,4,38.1,0.025,3,14.95818806,2,25.4,0.075,810.9200722
2,6,4,37.8,0.023,3,13.15782872,2,44.45,0.069,914.6177697
2,6,4,62.79,0.084,4,24.53803387,2,0.508,0.336,814.6719908
2,6,4,54.56,0.091,3,22.74570305,2,1.016,0.273,763.6723387
2,6,4,48.16,0.099,3,24.10695384,2,1.524,0.297,636.0279567
2,6,4,45.11,0.091,4,19.18482969,2,2.54,0.364,748.5950353
2,6,4,42.98,0.084,4,19.87200745,2,3.175,0.336,688.5836927
2,6,4,39.93,0.074,3,24.0356037,2,6.35,0.222,528.9033759
2,6,4,36.88,0.066,4,19.91256362,2,9.525,0.264,589.6520323
2,6,4,36.58,0.061,4,21.32369694,2,12.7,0.244,546.1516666
2,6,4,36.58,0.061,4,20.31799836,2,19.05,0.244,573.1850358
2,6,4,36.27,0.056,4,25.05085481,2,25.4,0.224,460.9534494
2,6,4,36.27,0.051,4,25.06880584,2,44.45,0.204,460.6233743
2,6,4,57.61,0.117,4,37.62023275,2,0.508,0.468,487.537988
2,6,4,51.51,0.124,4,34.06181916,2,1.016,0.496,481.4550813
2,6,4,47.24,0.132,4,25.80702178,2,1.524,0.528,582.7792284
2,6,4,41.45,0.117,3,33.89024306,2,2.54,0.351,389.3874185
2,6,4,39.32,0.099,4,36.3827457,2,3.175,0.396,344.07261
2,6,4,36.88,0.091,3,33.46695849,2,6.35,0.273,350.8380843
2,6,4,32.61,0.084,4,27.23107041,2,9.525,0.336,381.2572836
2,6,4,32.31,0.076,4,33.51155642,2,12.7,0.304,306.9547956
2,6,4,32.31,0.071,4,36.81352571,2,19.05,0.284,279.4226511
2,6,4,32,0.066,3,33.92302752,2,25.4,0.198,300.3222003
2,6,4,31.7,0.061,4,28.90565604,2,44.45,0.244,349.1471452
2,6,4,55.17,0.117,3,50.62764836,2,0.508,0.351,346.9343429
2,6,4,50.29,0.124,4,50.06821356,2,1.016,0.496,319.7802246
2,6,4,45.11,0.117,4,47.19272177,2,1.524,0.468,304.3195586
2,6,4,42.06,0.099,4,46.70106183,2,2.54,0.396,286.7309521
2,6,4,37.8,0.091,4,48.00931845,2,3.175,0.364,250.6676692
2,6,4,34.75,0.084,4,45.27542096,2,6.35,0.336,244.3567698
2,6,4,32,0.079,3,49.22191183,2,9.525,0.237,206.9777034
2,6,4,32,0.076,3,49.63019449,2,12.7,0.228,205.2750019
2,6,4,31.7,0.071,3,49.59831585,2,19.05,0.213,203.4812495
2,6,4,31.7,0.071,3,48.55314814,2,25.4,0.213,207.8614399
2,6,4,31.39,0.069,3,49.35549871,2,44.45,0.207,202.4826587
2,6,5,21.03,0.018,3,3.818086056,1,0.508,0.054,1753.580161
2,6,5,18.29,0.02,3,4.364270865,1,1.016,0.06,1334.240355
2,6,5,15.85,0.025,3,2.570190094,1,1.524,0.075,1963.342577
2,6,5,15.24,0.02,3,2.719667353,1,2.54,0.06,1784.02626
2,6,5,14.63,0.018,3,1.526763533,1,3.175,0.054,3050.735892
2,6,5,13.41,0.015,3,4.632258427,1,6.35,0.045,921.6543165
2,6,5,12.8,0.013,2,0.463338162,1,9.525,0.026,8795.164408
2,6,5,12.8,0.013,3,2.242337562,1,12.7,0.039,1817.360319
2,6,5,12.8,0.01,2,0.127909559,1,19.05,0.02,31859.50558
2,6,5,12.5,0.01,2,3.753994045,1,25.4,0.02,1060.104059
2,6,5,12.5,0.01,3,4.265924718,1,44.45,0.03,932.8866744
2,6,5,20.12,0.02,3,9.27490426,1,0.508,0.06,690.6382137
2,6,5,17.68,0.025,3,7.728720765,1,1.016,0.075,728.2939589
2,6,5,15.54,0.03,2,9.583000091,1,1.524,0.06,516.275583
2,6,5,15.24,0.025,3,7.538500247,1,2.54,0.075,643.6237735
2,6,5,14.33,0.02,2,6.411846685,1,3.175,0.04,711.5331274
2,6,5,12.8,0.018,2,11.34069059,1,6.35,0.036,359.3374914
2,6,5,12.19,0.015,2,11.78291867,1,9.525,0.03,329.3691275
2,6,5,11.89,0.015,3,8.327560896,1,12.7,0.045,454.5651126
2,6,5,11.58,0.013,2,8.124515774,1,19.05,0.026,453.7776867
2,6,5,11.58,0.01,3,7.628663907,1,25.4,0.03,483.272565
2,6,5,11.28,0.01,2,6.595782158,1,44.45,0.02,544.4711338
2,6,5,19.81,0.025,2,17.90661634,1,0.508,0.05,352.211077
2,6,5,17.37,0.03,3,18.37624813,1,1.016,0.09,300.9366177
2,6,5,15.24,0.036,2,13.38290488,1,1.524,0.072,362.5489398
2,6,5,14.33,0.03,3,15.27061598,1,2.54,0.09,298.7594823
2,6,5,13.72,0.025,3,15.5565925,1,3.175,0.075,280.783575
2,6,5,12.5,0.02,2,15.11623622,1,6.35,0.04,263.2682014
2,6,5,11.58,0.018,2,13.85734302,1,9.525,0.036,266.0484025
2,6,5,11.58,0.015,2,17.51970088,1,12.7,0.03,210.4330433
2,6,5,11.28,0.013,3,12.77936378,1,19.05,0.039,281.016571
2,6,5,11.28,0.013,2,14.30506122,1,25.4,0.026,251.0449227
2,6,5,11.28,0.013,3,16.79972869,1,44.45,0.039,213.7661302
2,6,5,18.59,0.043,3,23.47028582,1,0.508,0.129,252.1698005
2,6,5,16.15,0.048,2,23.60465473,1,1.016,0.096,217.8246064
2,6,5,14.33,0.051,2,19.96073681,1,1.524,0.102,228.5607674
2,6,5,13.41,0.048,3,21.13083093,1,2.54,0.144,202.043213
2,6,5,12.8,0.043,3,20.8411297,1,3.175,0.129,195.5333211
2,6,5,11.89,0.038,2,19.64713211,1,6.35,0.076,192.6702908
2,6,5,10.97,0.036,3,19.79900519,1,9.525,0.108,176.3986762
2,6,5,10.97,0.033,3,22.45830386,1,12.7,0.099,155.5112233
2,6,5,10.97,0.03,2,20.79640675,1,19.05,0.06,167.9385457
2,6,5,10.67,0.03,3,24.24863198,1,25.4,0.09,140.0906791
2,6,5,10.67,0.025,3,25.37707964,1,44.45,0.075,133.861239
2,6,5,17.07,0.061,2,27.7323718,1,0.508,0.122,195.9650265
2,6,5,15.24,0.066,3,35.03474641,1,1.016,0.198,138.4898843
2,6,5,14.02,0.069,3,32.930681,1,1.524,0.207,135.5437089
2,6,5,12.19,0.061,3,26.20287781,1,2.54,0.183,148.110817
2,6,5,11.58,0.051,3,35.71566497,1,3.175,0.153,103.2242848
2,6,5,10.97,0.048,3,37.4931452,1,6.35,0.144,93.15084898
2,6,5,9.75,0.043,2,27.25018643,1,9.525,0.086,113.9114031
2,6,5,9.75,0.041,3,33.98130698,1,12.7,0.123,91.34748626
2,6,5,9.45,0.038,3,36.67891396,1,19.05,0.114,82.02522005
2,6,5,9.45,0.036,2,36.98744602,1,25.4,0.072,81.34100383
2,6,5,9.45,0.033,2,30.63773984,1,44.45,0.066,98.19901873
2,6,5,16.46,0.061,2,43.25433993,1,0.508,0.122,121.1524512
2,6,5,14.94,0.066,3,48.65180751,1,1.016,0.198,97.76506228
2,6,5,13.41,0.061,3,46.03258521,1,1.524,0.183,92.7460614
2,6,5,12.5,0.051,3,47.46931998,1,2.54,0.153,83.83571379
2,6,5,11.28,0.048,3,49.58945795,1,3.175,0.144,72.4188797
2,6,5,10.36,0.046,3,43.65247937,1,6.35,0.138,75.55842617
2,6,5,9.45,0.041,2,45.25061446,1,9.525,0.082,66.48740629
2,6,5,9.45,0.041,2,50.62693962,1,12.7,0.082,59.42677972
2,6,5,9.45,0.038,2,40.33193765,1,19.05,0.076,74.59587026
2,6,5,9.45,0.038,3,48.75304353,1,25.4,0.114,61.71093681
2,6,5,9.45,0.036,3,50.52983165,1,44.45,0.108,59.5409858
2,6,5,6.4,0.01,4,3.370360617,2,0.508,0.04,604.5547895
2,6,5,6.4,0.015,3,1.863367396,2,1.016,0.045,1093.486801
2,6,5,5.18,0.02,4,3.736892777,2,1.524,0.08,441.3175379
2,6,5,5.18,0.015,3,5.456445417,2,2.54,0.045,302.2400471
2,6,5,4.88,0.01,4,4.136550672,2,3.175,0.04,375.5895815
2,6,5,4.57,0.008,3,1.866675869,2,6.35,0.024,779.4340071
2,6,5,4.27,0.008,4,3.376213101,2,9.525,0.032,402.6522107
2,6,5,4.27,0.005,4,5.373180105,2,12.7,0.02,253.0046718
2,6,5,4.27,0.002,4,6.008996857,2,19.05,0.008,226.2340456
2,6,5,4.27,0.002,4,6.1267316,2,25.4,0.008,221.8866041
2,6,5,4.27,0.002,4,2.597958787,2,44.45,0.008,523.2722226
2,6,5,7.01,0.015,4,8.003469329,2,0.508,0.06,278.850737
2,6,5,6.4,0.02,3,10.74245048,2,1.016,0.06,189.6743817
2,6,5,5.18,0.023,4,6.921570407,2,1.524,0.092,238.2633164
2,6,5,4.88,0.02,3,9.018257496,2,2.54,0.06,172.277775
2,6,5,4.88,0.015,4,7.915260059,2,3.175,0.06,196.2848124
2,6,5,4.57,0.013,3,6.883597075,2,6.35,0.039,211.3648775
2,6,5,4.27,0.01,4,7.904304376,2,9.525,0.04,171.9872622
2,6,5,4.27,0.008,3,10.14432078,2,12.7,0.024,134.0099253
2,6,5,3.96,0.005,4,9.242726658,2,19.05,0.02,136.4040107
2,6,5,3.96,0.005,3,6.510638915,2,25.4,0.015,193.6438193
2,6,5,3.96,0.002,4,7.06049585,2,44.45,0.008,178.5632358
2,6,5,6.71,0.02,3,14.87709414,2,0.508,0.06,143.5940592
2,6,5,6.4,0.023,3,13.18172522,2,1.016,0.069,154.5751879
2,6,5,4.88,0.03,4,17.10251996,2,1.524,0.12,90.84306519
2,6,5,4.88,0.023,4,17.35907173,2,2.54,0.092,89.50048481
2,6,5,4.57,0.02,3,13.52010446,2,3.175,0.06,107.6138618
2,6,5,4.27,0.015,4,17.6968635,2,6.35,0.06,76.8181135
2,6,5,4.57,0.01,4,18.8022865,2,9.525,0.04,77.38158085
2,6,5,3.96,0.01,4,18.45859073,2,12.7,0.04,68.30125896
2,6,5,3.96,0.008,4,17.83141492,2,19.05,0.032,70.7035864
2,6,5,3.96,0.005,4,12.87866673,2,25.4,0.02,97.89406094
2,6,5,3.96,0.005,3,18.94395412,2,44.45,0.015,66.55131117
2,6,5,6.4,0.038,4,22.60540378,2,0.508,0.152,90.13630871
2,6,5,5.79,0.043,3,19.35516915,2,1.016,0.129,95.23874332
2,6,5,4.88,0.048,3,22.63828955,2,1.524,0.144,68.62909552
2,6,5,4.57,0.043,4,22.63458376,2,2.54,0.172,64.27998271
2,6,5,4.27,0.038,3,23.44364402,2,3.175,0.114,57.98755806
2,6,5,4.27,0.033,4,20.1238116,2,6.35,0.132,67.55378632
2,6,5,3.96,0.03,3,21.76829592,2,9.525,0.09,57.91656776
2,6,5,3.96,0.025,3,25.33428625,2,12.7,0.075,49.76437754
2,6,5,3.66,0.023,4,19.68855232,2,19.05,0.092,59.18332557
2,6,5,3.66,0.023,4,21.06131625,2,25.4,0.092,55.32579198
2,6,5,3.66,0.02,3,23.31928457,2,44.45,0.06,49.96868573
2,6,5,6.1,0.048,4,26.52208233,2,0.508,0.192,73.22414001
2,6,5,5.18,0.053,3,30.62560299,2,1.016,0.159,53.84894201
2,6,5,4.57,0.058,3,34.07443356,2,1.524,0.174,42.69918824
2,6,5,4.57,0.053,3,33.42415799,2,2.54,0.159,43.5299119
2,6,5,4.27,0.048,4,31.49697041,2,3.175,0.192,43.160966
2,6,5,3.96,0.043,4,38.05889502,2,6.35,0.172,33.12615842
2,6,5,3.66,0.058,3,26.25338611,2,9.525,0.174,44.38414143
2,6,5,3.66,0.036,3,32.14197963,2,12.7,0.108,36.25271421
2,6,5,3.66,0.033,3,37.50492328,2,19.05,0.099,31.06882777
2,6,5,3.66,0.03,4,29.02735118,2,25.4,0.12,40.14262255
2,6,5,3.66,0.03,4,29.76046275,2,44.45,0.12,39.15375952
2,6,5,5.79,0.051,3,46.28429379,2,0.508,0.153,39.82694421
2,6,5,5.18,0.056,3,39.35081838,2,1.016,0.168,41.90907299
2,6,5,4.57,0.058,4,49.29088202,2,1.524,0.232,29.51764288
2,6,5,4.27,0.051,3,46.34291465,2,2.54,0.153,29.33435842
2,6,5,4.27,0.043,4,46.31221379,2,3.175,0.172,29.35380449
2,6,5,3.96,0.043,3,45.56313814,2,6.35,0.129,27.67028429
2,6,5,3.66,0.038,4,44.69646479,2,9.525,0.152,26.06993657
2,6,5,3.66,0.036,3,47.75306298,2,12.7,0.108,24.40124108
2,6,5,3.66,0.036,4,48.09263952,2,19.05,0.144,24.22894675
2,6,5,3.35,0.033,4,49.53555178,2,25.4,0.132,21.53078507
2,6,5,3.35,0.033,4,38.95764288,2,44.45,0.132,27.37689552
3,6,1,124.36,0.038,2,0.561977253,1,0.508,0.076,70452.11572
3,6,1,108.81,0.046,3,1.794777983,1,1.016,0.138,19301.45909
3,6,1,92.96,0.056,3,4.280734397,1,1.524,0.168,6913.689901
3,6,1,90.22,0.046,2,3.317461378,1,2.54,0.092,8658.227857
3,6,1,86.56,0.038,3,0.824469336,1,3.175,0.114,33425.26072
3,6,1,79.25,0.03,3,5.496718448,1,6.35,0.09,4590.160193
